HR00414 15090804  34.10 138.94
HR00415 15090806  26.45 131.12
HR00415 15090807  26.45 131.12
HR00416 15090807  26.35 131.56
HR00416 15090808  26.35 131.56
HR00417 15090808  34.40 137.62
HR00417 15090809  34.45 137.75
HR00417 15090810  34.40 137.75
HR00418 15090907  34.10 136.88
HR00419 15090908  34.45 136.75
HR00419 15090909  34.45 136.81
HR00420 15090909  35.20 139.06
HR00421 15090916  36.75 139.50
HR00421 15090917  36.75 139.50
HR00421 15090918  36.75 139.56
HR00421 15090919  36.80 139.56
HR00422 15090919  36.40 139.88
HR00423 15090920  36.40 139.88
HR00423 15090921  36.70 139.75
HR00423 15090922  36.85 139.69
HR00423 15090923  36.25 139.75
HR00423 15091000  36.45 139.75
HR00423 15091001  36.45 139.75
HR00423 15091002  36.80 139.62
HR00423 15091003  36.85 139.69
HR00423 15091004  36.85 139.69
HR00423 15091005  36.85 139.69
HR00424 15091007  34.80 139.69
HR00424 15091008  34.80 139.69
HR00425 15091008  36.50 140.00
HR00426 15091014  36.25 142.00
HR00426 15091015  36.20 141.94
HR00426 15091016  36.15 141.94
HR00427 15091019  35.85 142.19
HR00428 15091023  38.20 140.75
HR00428 15091100  38.30 140.75
HR00428 15091101  38.50 140.75
HR00428 15091102  38.45 140.81
HR00428 15091103  38.70 140.94
HR00428 15091104  38.85 140.94
HR00428 15091104  38.15 140.88
HR00429 15091101  33.55 140.25
HR00429 15091102  33.70 140.25
HR00430 15091103  33.80 140.56
HR00431 15091308  32.85 136.44
HR00432 15091409  22.55 124.50
HR00432 15091410  22.55 124.50
HR00433 15091410  24.10 127.12
HR00433 15091411  24.10 127.12
HR00434 15091516  25.95 125.88
HR00434 15091517  25.75 126.00
HR00435 15091603  26.30 123.94
HR00435 15091604  26.30 123.94
HR00436 15091607  26.95 125.44
HR00437 15091612  27.70 125.94
HR00437 15091613  27.75 126.06
HR00438 15091622  33.30 127.69
HR00439 15091704  36.45 142.50
HR00439 15091705  36.50 142.56
HR00440 15091709  34.65 129.50
HR00440 15091710  34.65 129.56
HR00440 15091711  34.60 129.56
HR00440 15091712  34.55 129.56
HR00440 15091713  34.55 129.56
HR00440 15091714  34.45 129.56
HR00440 15091715  34.45 129.56
HR00441 15091721  33.05 138.81
HR00442 15091806  34.75 138.56
HR00442 15091807  34.75 138.56
HR00443 15091807  38.65 141.62
HR00443 15091808  38.85 141.75
HR00443 15091809  38.85 141.75
HR00444 15091808  36.30 142.44
HR00444 15091809  36.20 142.44
HR00444 15091810  36.05 142.38
HR00445 15092323  32.95 129.19
HR00446 15092401  33.05 131.88
HR00447 15092402  32.45 131.62
HR00447 15092403  32.65 131.88
HR00447 15092404  32.70 131.94
HR00447 15092405  32.70 131.94
HR00448 15092406  32.95 132.06
HR00449 15092405  33.30 133.12
HR00449 15092406  33.30 133.12
HR00449 15092407  33.05 133.00
HR00449 15092408  33.25 133.06
HR00450 15092409  33.30 133.12
HR00450 15092410  33.40 133.25
HR00450 15092411  33.45 133.31
HR00451 15092406  33.30 133.44
HR00452 15092406  33.45 134.19
HR00452 15092407  33.35 134.12
HR00452 15092408  33.30 134.12
HR00452 15092409  33.40 134.12
HR00452 15092410  33.45 134.19
HR00452 15092411  33.45 134.19
HR00452 15092412  33.45 134.19
HR00453 15092408  33.15 133.44
HR00454 15092413  31.10 135.62
HR00455 15092416  33.30 133.31
HR00456 15092417  33.45 134.25
HR00456 15092418  33.50 134.31
HR00456 15092419  33.50 134.31
HR00456 15092420  33.50 134.31
HR00456 15092421  33.45 134.25
HR00456 15092422  33.40 134.19
HR00457 15092703  31.20 136.06
HR00457 15092704  31.20 136.06
HR00458 15092823  29.25 132.75
HR00459 15100203  36.05 136.38
HR00460 15100517  32.85 135.94
HR00461 15100522  24.45 121.88
HR00461 15100523  24.45 121.94
HR00461 15100600  24.40 121.94
HR00461 15100601  24.25 121.88
HR00461 15100602  24.60 121.81
HR00461 15100603  24.55 121.88
HR00461 15100604  24.45 121.88
HR00461 15100605  24.45 121.88
HR00461 15100606  24.45 121.88
HR00462 15100605  23.65 121.94
HR00463 15100902  22.85 123.06
HR00463 15100903  22.80 123.25
HR00463 15100904  22.80 123.31
HR00464 15101007  30.90 133.12
HR00464 15101008  30.95 133.19
HR00465 15101107  39.25 137.44
HR00465 15101108  39.25 137.56
HR00466 15102322  24.35 129.75
HR00466 15102323  24.40 129.81
HR00467 15103100  23.30 121.94
HR00467 15103101  23.15 122.06
HR00467 15103102  23.10 122.06
HR00467 15103103  23.25 121.88
HR00468 15103111  23.15 121.94
HR00468 15103112  23.10 122.06
HR00468 15103113  23.10 122.06
